generation,evaluations,best_fitness,mean_fitness,timestamp
1,20,0.5139793776614617,0.11458747815545597,2025-09-24T11:19:22
2,40,0.5139793776614617,0.11626884339010424,2025-09-24T11:19:36
3,60,0.5139793776614617,0.09134080384374538,2025-09-24T11:19:49
4,80,0.5139793776614617,0.11714873041257742,2025-09-24T11:20:03
5,100,0.5139793776614617,0.15524208228403516,2025-09-24T11:20:16
6,120,0.5139793776614617,0.16380437084433339,2025-09-24T11:20:29
7,140,0.5139793776614617,0.1668044776749532,2025-09-24T11:20:42
8,160,0.5139793776614617,0.18242596891537682,2025-09-24T11:20:55
9,180,0.5167455061283334,0.2219645301110562,2025-09-24T11:21:08
10,200,0.5167455061283334,0.16220395682266447,2025-09-24T11:21:21
11,220,0.6304700214474824,0.22538235847949636,2025-09-24T11:21:34
12,240,0.6304700214474824,0.22530115734089873,2025-09-24T11:21:46
13,260,0.6304700214474824,0.1826361782979932,2025-09-24T11:22:00
14,280,0.6304700214474824,0.1728407697949707,2025-09-24T11:22:41
15,300,0.6304700214474824,0.1897243784775536,2025-09-24T11:22:57
16,320,0.6304700214474824,0.2244224931824447,2025-09-24T11:23:10
17,340,0.6304700214474824,0.2589113717955183,2025-09-24T11:23:24
18,360,0.6304700214474824,0.19418891144792566,2025-09-24T11:23:37
19,380,0.6304700214474824,0.2177723630479544,2025-09-24T11:23:50
20,400,0.6304700214474824,0.23729891624792368,2025-09-24T11:24:03
21,420,0.7761973947636137,0.33520444832089985,2025-09-24T11:24:15
22,440,0.7761973947636137,0.22024832923113782,2025-09-24T11:24:28
23,460,1.3129410877646983,0.33102688427282045,2025-09-24T11:24:40
24,480,1.3129410877646983,0.3885156157700923,2025-09-24T11:24:53
25,500,1.3129410877646983,0.4408592786006003,2025-09-24T11:25:06
26,520,1.4209308437317878,0.49085797766330963,2025-09-24T11:25:25
27,540,1.4209308437317878,0.424247308165537,2025-09-24T11:27:39
28,560,1.6043094008666556,0.5227297395996428,2025-09-24T11:27:52
29,580,1.6043094008666556,0.4237873637663038,2025-09-24T11:28:04
30,600,1.6043094008666556,0.4306759100503905,2025-09-24T11:28:17
31,620,1.6043094008666556,0.4632189656412044,2025-09-24T11:28:30
32,640,1.8096482937923066,0.5798313115867135,2025-09-24T11:28:42
33,660,1.821227198133224,0.46132808833132855,2025-09-24T11:28:54
34,680,1.821227198133224,0.5218065485057559,2025-09-24T11:29:07
35,700,1.821227198133224,0.7585748116362151,2025-09-24T11:29:19
36,720,1.821227198133224,0.6739828626765729,2025-09-24T11:29:31
37,740,1.821227198133224,0.6804591404840608,2025-09-24T11:29:44
38,760,1.821227198133224,0.505712198684243,2025-09-24T11:29:56
39,780,1.821227198133224,0.46243429900385163,2025-09-24T11:30:09
40,800,1.821227198133224,0.5584198764838487,2025-09-24T11:30:21
